price_date,province_id,province_name,commodity_name,price,price_change,price_change_text,percentage_change,previous_date_text,source
2026-01-01,23,Kalimantan Timur,Beras,16200.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,23,Kalimantan Timur,Beras,16050.0,-50.0,-Rp50,-0.31,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,23,Kalimantan Timur,Beras,16050.0,-50.0,-Rp50,-0.31,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,23,Kalimantan Timur,Beras,16050.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,23,Kalimantan Timur,Beras,16050.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,23,Kalimantan Timur,Beras,16050.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,23,Kalimantan Timur,Beras,16050.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,23,Kalimantan Timur,Beras,16200.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,23,Kalimantan Timur,Beras,16200.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,23,Kalimantan Timur,Beras,16300.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,23,Kalimantan Timur,Beras,16300.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,24,Kalimantan Utara,Beras,17450.0,50.0,Rp50,0.29,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,24,Kalimantan Utara,Beras,17450.0,50.0,Rp50,0.29,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,24,Kalimantan Utara,Beras,17300.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,24,Kalimantan Utara,Beras,17300.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,24,Kalimantan Utara,Beras,17250.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,24,Kalimantan Utara,Beras,17250.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,24,Kalimantan Utara,Beras,17250.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,24,Kalimantan Utara,Beras,17250.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,24,Kalimantan Utara,Beras,17250.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,24,Kalimantan Utara,Beras,17250.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,24,Kalimantan Utara,Beras,17250.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,24,Kalimantan Utara,Beras,17250.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,24,Kalimantan Utara,Beras,17600.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,24,Kalimantan Utara,Beras,17600.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,24,Kalimantan Utara,Beras,17700.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,24,Kalimantan Utara,Beras,17700.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,24,Kalimantan Utara,Beras,17050.0,-550.0,-Rp550,-3.13,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,24,Kalimantan Utara,Beras,17050.0,-550.0,-Rp550,-3.13,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,24,Kalimantan Utara,Beras,17050.0,-250.0,-Rp250,-1.45,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,24,Kalimantan Utara,Beras,17050.0,-250.0,-Rp250,-1.45,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,9,Kepulauan Bangka Belitung,Beras,15350.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,9,Kepulauan Bangka Belitung,Beras,15350.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,9,Kepulauan Bangka Belitung,Beras,15150.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,9,Kepulauan Bangka Belitung,Beras,15150.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,9,Kepulauan Bangka Belitung,Beras,15150.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,9,Kepulauan Bangka Belitung,Beras,15150.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,9,Kepulauan Bangka Belitung,Beras,15200.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,9,Kepulauan Bangka Belitung,Beras,15200.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,9,Kepulauan Bangka Belitung,Beras,15300.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,9,Kepulauan Bangka Belitung,Beras,15350.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,9,Kepulauan Bangka Belitung,Beras,15350.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,5,Kepulauan Riau,Beras,15150.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,5,Kepulauan Riau,Beras,15150.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,5,Kepulauan Riau,Beras,15150.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,5,Kepulauan Riau,Beras,15150.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,5,Kepulauan Riau,Beras,14950.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,5,Kepulauan Riau,Beras,14950.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,5,Kepulauan Riau,Beras,14950.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,5,Kepulauan Riau,Beras,14950.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,5,Kepulauan Riau,Beras,15350.0,50.0,Rp50,0.33,31 Des 25,PIHPS Bank Indonesia
2026-01-01,5,Kepulauan Riau,Beras,15350.0,50.0,Rp50,0.33,31 Des 25,PIHPS Bank Indonesia
2026-01-30,5,Kepulauan Riau,Beras,15550.0,100.0,Rp100,0.65,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,5,Kepulauan Riau,Beras,15550.0,100.0,Rp100,0.65,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,5,Kepulauan Riau,Beras,15450.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,5,Kepulauan Riau,Beras,15450.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,5,Kepulauan Riau,Beras,15500.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,5,Kepulauan Riau,Beras,15500.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,5,Kepulauan Riau,Beras,15550.0,50.0,Rp50,0.32,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,5,Kepulauan Riau,Beras,15550.0,50.0,Rp50,0.32,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,5,Kepulauan Riau,Beras,15550.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,5,Kepulauan Riau,Beras,15550.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,10,Lampung,Beras,14750.0,-50.0,-Rp50,-0.34,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,10,Lampung,Beras,14750.0,-50.0,-Rp50,-0.34,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,10,Lampung,Beras,14850.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,10,Lampung,Beras,14850.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,10,Lampung,Beras,14750.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,10,Lampung,Beras,14750.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,10,Lampung,Beras,14600.0,-100.0,-Rp100,-0.68,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,10,Lampung,Beras,14600.0,-100.0,-Rp100,-0.68,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,10,Lampung,Beras,14700.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,10,Lampung,Beras,14700.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,10,Lampung,Beras,14750.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,10,Lampung,Beras,14750.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,10,Lampung,Beras,14850.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,10,Lampung,Beras,14850.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,10,Lampung,Beras,14850.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,10,Lampung,Beras,14850.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,10,Lampung,Beras,14850.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,10,Lampung,Beras,14850.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,10,Lampung,Beras,14950.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,10,Lampung,Beras,14950.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,31,Maluku,Beras,16850.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,31,Maluku,Beras,16850.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,31,Maluku,Beras,16950.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,31,Maluku,Beras,16950.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,31,Maluku,Beras,16850.0,-50.0,-Rp50,-0.3,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,31,Maluku,Beras,16850.0,-50.0,-Rp50,-0.3,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,31,Maluku,Beras,16700.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,31,Maluku,Beras,16700.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,31,Maluku,Beras,16650.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,31,Maluku,Beras,16650.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,31,Maluku,Beras,16700.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,31,Maluku,Beras,16700.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,31,Maluku,Beras,16700.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,31,Maluku,Beras,16700.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,31,Maluku,Beras,16750.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,31,Maluku,Beras,16750.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,31,Maluku,Beras,16800.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,31,Maluku,Beras,16800.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,31,Maluku,Beras,16850.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,31,Maluku,Beras,16850.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,32,Maluku Utara,Beras,16700.0,-400.0,-Rp400,-2.34,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,32,Maluku Utara,Beras,16700.0,-400.0,-Rp400,-2.34,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,32,Maluku Utara,Beras,16650.0,-50.0,-Rp50,-0.3,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,32,Maluku Utara,Beras,16650.0,-50.0,-Rp50,-0.3,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,32,Maluku Utara,Beras,17150.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,32,Maluku Utara,Beras,17150.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,32,Maluku Utara,Beras,17400.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,32,Maluku Utara,Beras,17400.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,32,Maluku Utara,Beras,17400.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,32,Maluku Utara,Beras,17400.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,32,Maluku Utara,Beras,17400.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,32,Maluku Utara,Beras,17400.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,32,Maluku Utara,Beras,17300.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,32,Maluku Utara,Beras,17300.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,32,Maluku Utara,Beras,17650.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,32,Maluku Utara,Beras,17650.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,32,Maluku Utara,Beras,17650.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,32,Maluku Utara,Beras,17650.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,32,Maluku Utara,Beras,17650.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,32,Maluku Utara,Beras,17650.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,18,Nusa Tenggara Barat,Beras,13900.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,18,Nusa Tenggara Barat,Beras,13900.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,18,Nusa Tenggara Barat,Beras,13950.0,-50.0,-Rp50,-0.36,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,18,Nusa Tenggara Barat,Beras,13950.0,-50.0,-Rp50,-0.36,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,18,Nusa Tenggara Barat,Beras,13950.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,18,Nusa Tenggara Barat,Beras,13950.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,18,Nusa Tenggara Barat,Beras,13850.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,18,Nusa Tenggara Barat,Beras,13850.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,18,Nusa Tenggara Barat,Beras,13850.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,18,Nusa Tenggara Barat,Beras,13850.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,18,Nusa Tenggara Barat,Beras,13850.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,18,Nusa Tenggara Barat,Beras,13850.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,18,Nusa Tenggara Barat,Beras,13900.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,18,Nusa Tenggara Barat,Beras,13900.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,18,Nusa Tenggara Barat,Beras,13950.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,18,Nusa Tenggara Barat,Beras,13950.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,18,Nusa Tenggara Barat,Beras,13900.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,18,Nusa Tenggara Barat,Beras,13900.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,18,Nusa Tenggara Barat,Beras,13950.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,18,Nusa Tenggara Barat,Beras,13950.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,19,Nusa Tenggara Timur,Beras,15400.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,19,Nusa Tenggara Timur,Beras,15400.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,19,Nusa Tenggara Timur,Beras,15450.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,19,Nusa Tenggara Timur,Beras,15450.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,19,Nusa Tenggara Timur,Beras,15350.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,19,Nusa Tenggara Timur,Beras,15350.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,19,Nusa Tenggara Timur,Beras,15350.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,19,Nusa Tenggara Timur,Beras,15350.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,19,Nusa Tenggara Timur,Beras,15300.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,19,Nusa Tenggara Timur,Beras,15300.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,19,Nusa Tenggara Timur,Beras,15300.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,19,Nusa Tenggara Timur,Beras,15300.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,19,Nusa Tenggara Timur,Beras,15300.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,19,Nusa Tenggara Timur,Beras,15300.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,19,Nusa Tenggara Timur,Beras,15250.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,19,Nusa Tenggara Timur,Beras,15250.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,19,Nusa Tenggara Timur,Beras,15300.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,19,Nusa Tenggara Timur,Beras,15300.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,19,Nusa Tenggara Timur,Beras,15350.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,19,Nusa Tenggara Timur,Beras,15350.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,33,Papua,Beras,18950.0,50.0,Rp50,0.26,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,33,Papua,Beras,18950.0,50.0,Rp50,0.26,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,33,Papua,Beras,18950.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,33,Papua,Beras,18950.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,33,Papua,Beras,18950.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,33,Papua,Beras,18950.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,33,Papua,Beras,18950.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,33,Papua,Beras,18950.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,33,Papua,Beras,18750.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,33,Papua,Beras,18750.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,33,Papua,Beras,18900.0,50.0,Rp50,0.27,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,33,Papua,Beras,18900.0,50.0,Rp50,0.27,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,33,Papua,Beras,19100.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,33,Papua,Beras,19100.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,33,Papua,Beras,19100.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,33,Papua,Beras,19100.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,33,Papua,Beras,19100.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,33,Papua,Beras,19100.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,33,Papua,Beras,19050.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,33,Papua,Beras,19050.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,34,Papua Barat,Beras,16900.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,34,Papua Barat,Beras,16900.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,34,Papua Barat,Beras,16900.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,34,Papua Barat,Beras,16900.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,34,Papua Barat,Beras,17000.0,50.0,Rp50,0.29,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,34,Papua Barat,Beras,17000.0,50.0,Rp50,0.29,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,34,Papua Barat,Beras,16750.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,34,Papua Barat,Beras,16750.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-04-01,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-05-01,34,Papua Barat,Beras,16850.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,34,Papua Barat,Beras,17050.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2026-06-01,34,Papua Barat,Beras,17050.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,4,Riau,Beras,16300.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-09-01,4,Riau,Beras,16300.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,4,Riau,Beras,16300.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-01,4,Riau,Beras,16300.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,4,Riau,Beras,16300.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-10-31,4,Riau,Beras,16300.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,4,Riau,Beras,16250.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2025-12-01,4,Riau,Beras,16250.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,4,Riau,Beras,16350.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-01,4,Riau,Beras,16350.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,4,Riau,Beras,16350.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-01-30,4,Riau,Beras,16350.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,4,Riau,Beras,16400.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-02-27,4,Riau,Beras,16400.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
