price_date,province_id,province_name,commodity_name,price,price_change,price_change_text,percentage_change,previous_date_text,source
2025-09-01,1,Aceh,Bawang Merah,49150.0,-850.0,-Rp850,-1.7,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,1,Aceh,Bawang Merah,37000.0,-1100.0,-Rp1100,-2.89,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,1,Aceh,Bawang Merah,36400.0,150.0,Rp150,0.41,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,1,Aceh,Bawang Merah,47650.0,5900.0,Rp5900,14.13,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,1,Aceh,Bawang Merah,48000.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,1,Aceh,Bawang Merah,36100.0,-550.0,-Rp550,-1.5,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,1,Aceh,Bawang Merah,37600.0,250.0,Rp250,0.67,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,1,Aceh,Bawang Merah,39400.0,-600.0,-Rp600,-1.5,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,1,Aceh,Bawang Merah,37150.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,1,Aceh,Bawang Merah,45350.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,17,Bali,Bawang Merah,37700.0,-2200.0,-Rp2200,-5.51,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,17,Bali,Bawang Merah,31650.0,150.0,Rp150,0.48,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,17,Bali,Bawang Merah,37200.0,500.0,Rp500,1.36,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,17,Bali,Bawang Merah,45450.0,1750.0,Rp1750,4.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,17,Bali,Bawang Merah,46550.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,17,Bali,Bawang Merah,34650.0,-300.0,-Rp300,-0.86,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,17,Bali,Bawang Merah,37900.0,-250.0,-Rp250,-0.66,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,17,Bali,Bawang Merah,44500.0,200.0,Rp200,0.45,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,17,Bali,Bawang Merah,36750.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,17,Bali,Bawang Merah,43450.0,700.0,Rp700,1.64,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,11,Banten,Bawang Merah,40500.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,11,Banten,Bawang Merah,39750.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,11,Banten,Bawang Merah,46900.0,1650.0,Rp1650,3.65,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,11,Banten,Bawang Merah,45900.0,1900.0,Rp1900,4.32,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,11,Banten,Bawang Merah,37650.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,11,Banten,Bawang Merah,43900.0,650.0,Rp650,1.5,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,11,Banten,Bawang Merah,47600.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,11,Banten,Bawang Merah,47150.0,-700.0,-Rp700,-1.46,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,11,Banten,Bawang Merah,49100.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,11,Banten,Bawang Merah,59000.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,7,Bengkulu,Bawang Merah,44400.0,-1350.0,-Rp1350,-2.95,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,7,Bengkulu,Bawang Merah,40500.0,850.0,Rp850,2.14,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,7,Bengkulu,Bawang Merah,39250.0,-1400.0,-Rp1400,-3.44,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,7,Bengkulu,Bawang Merah,44650.0,250.0,Rp250,0.56,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,7,Bengkulu,Bawang Merah,44750.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,7,Bengkulu,Bawang Merah,41150.0,650.0,Rp650,1.6,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,7,Bengkulu,Bawang Merah,41400.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,7,Bengkulu,Bawang Merah,44500.0,350.0,Rp350,0.79,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,7,Bengkulu,Bawang Merah,47500.0,1000.0,Rp1000,2.15,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,7,Bengkulu,Bawang Merah,55000.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,15,DI Yogyakarta,Bawang Merah,41250.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,15,DI Yogyakarta,Bawang Merah,38750.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,15,DI Yogyakarta,Bawang Merah,41500.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,15,DI Yogyakarta,Bawang Merah,46250.0,4250.0,Rp4250,10.12,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,15,DI Yogyakarta,Bawang Merah,43500.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,15,DI Yogyakarta,Bawang Merah,42750.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,15,DI Yogyakarta,Bawang Merah,45000.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,15,DI Yogyakarta,Bawang Merah,43000.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,15,DI Yogyakarta,Bawang Merah,44000.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,15,DI Yogyakarta,Bawang Merah,47500.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,13,DKI Jakarta,Bawang Merah,45650.0,-1650.0,-Rp1650,-3.49,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,13,DKI Jakarta,Bawang Merah,40200.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,13,DKI Jakarta,Bawang Merah,44150.0,800.0,Rp800,1.85,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,13,DKI Jakarta,Bawang Merah,48950.0,800.0,Rp800,1.66,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,13,DKI Jakarta,Bawang Merah,45750.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,13,DKI Jakarta,Bawang Merah,47300.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,13,DKI Jakarta,Bawang Merah,50550.0,1500.0,Rp1500,3.06,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,13,DKI Jakarta,Bawang Merah,47300.0,-1450.0,-Rp1450,-2.97,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,13,DKI Jakarta,Bawang Merah,48250.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,13,DKI Jakarta,Bawang Merah,60100.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,25,Gorontalo,Bawang Merah,52500.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,25,Gorontalo,Bawang Merah,40250.0,-850.0,-Rp850,-2.07,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,25,Gorontalo,Bawang Merah,41700.0,850.0,Rp850,2.08,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,25,Gorontalo,Bawang Merah,53350.0,850.0,Rp850,1.62,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,25,Gorontalo,Bawang Merah,62500.0,-850.0,-Rp850,-1.34,31 Des 25,PIHPS Bank Indonesia
2026-01-30,25,Gorontalo,Bawang Merah,41250.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,25,Gorontalo,Bawang Merah,48500.0,500.0,Rp500,1.04,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,25,Gorontalo,Bawang Merah,56150.0,-6250.0,-Rp6250,-10.02,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,25,Gorontalo,Bawang Merah,46900.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,25,Gorontalo,Bawang Merah,56900.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,6,Jambi,Bawang Merah,40150.0,-250.0,-Rp250,-0.62,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,6,Jambi,Bawang Merah,32150.0,-250.0,-Rp250,-0.77,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,6,Jambi,Bawang Merah,31150.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,6,Jambi,Bawang Merah,46250.0,2750.0,Rp2750,6.32,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,6,Jambi,Bawang Merah,37900.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,6,Jambi,Bawang Merah,36000.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,6,Jambi,Bawang Merah,35250.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,6,Jambi,Bawang Merah,39750.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,6,Jambi,Bawang Merah,36750.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,6,Jambi,Bawang Merah,43500.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,12,Jawa Barat,Bawang Merah,41400.0,-1000.0,-Rp1000,-2.36,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,12,Jawa Barat,Bawang Merah,38650.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,12,Jawa Barat,Bawang Merah,41750.0,150.0,Rp150,0.36,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,12,Jawa Barat,Bawang Merah,46100.0,1300.0,Rp1300,2.9,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,12,Jawa Barat,Bawang Merah,40150.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,12,Jawa Barat,Bawang Merah,41000.0,450.0,Rp450,1.11,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,12,Jawa Barat,Bawang Merah,47300.0,-400.0,-Rp400,-0.84,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,12,Jawa Barat,Bawang Merah,44600.0,-50.0,-Rp50,-0.11,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,12,Jawa Barat,Bawang Merah,46050.0,150.0,Rp150,0.33,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,12,Jawa Barat,Bawang Merah,57200.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,14,Jawa Tengah,Bawang Merah,40700.0,-950.0,-Rp950,-2.28,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,14,Jawa Tengah,Bawang Merah,36500.0,100.0,Rp100,0.27,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,14,Jawa Tengah,Bawang Merah,40100.0,300.0,Rp300,0.75,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,14,Jawa Tengah,Bawang Merah,45250.0,2000.0,Rp2000,4.62,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,14,Jawa Tengah,Bawang Merah,40000.0,-300.0,-Rp300,-0.74,31 Des 25,PIHPS Bank Indonesia
2026-01-30,14,Jawa Tengah,Bawang Merah,38400.0,100.0,Rp100,0.26,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,14,Jawa Tengah,Bawang Merah,43800.0,-100.0,-Rp100,-0.23,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,14,Jawa Tengah,Bawang Merah,42050.0,300.0,Rp300,0.72,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,14,Jawa Tengah,Bawang Merah,42350.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,14,Jawa Tengah,Bawang Merah,52650.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,16,Jawa Timur,Bawang Merah,39100.0,-900.0,-Rp900,-2.25,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,16,Jawa Timur,Bawang Merah,34300.0,50.0,Rp50,0.15,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,16,Jawa Timur,Bawang Merah,39750.0,300.0,Rp300,0.76,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,16,Jawa Timur,Bawang Merah,45800.0,3050.0,Rp3050,7.13,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,16,Jawa Timur,Bawang Merah,40300.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,16,Jawa Timur,Bawang Merah,37200.0,200.0,Rp200,0.54,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,16,Jawa Timur,Bawang Merah,41650.0,-200.0,-Rp200,-0.48,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,16,Jawa Timur,Bawang Merah,41550.0,250.0,Rp250,0.61,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,16,Jawa Timur,Bawang Merah,41900.0,200.0,Rp200,0.48,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,16,Jawa Timur,Bawang Merah,51400.0,250.0,Rp250,0.49,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,20,Kalimantan Barat,Bawang Merah,52400.0,-3250.0,-Rp3250,-5.84,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,20,Kalimantan Barat,Bawang Merah,38650.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,20,Kalimantan Barat,Bawang Merah,45400.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,20,Kalimantan Barat,Bawang Merah,42000.0,-1350.0,-Rp1350,-3.11,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,20,Kalimantan Barat,Bawang Merah,57000.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,20,Kalimantan Barat,Bawang Merah,37750.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,20,Kalimantan Barat,Bawang Merah,68150.0,-1000.0,-Rp1000,-1.45,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,20,Kalimantan Barat,Bawang Merah,44800.0,250.0,Rp250,0.56,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,20,Kalimantan Barat,Bawang Merah,50700.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,20,Kalimantan Barat,Bawang Merah,48400.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,21,Kalimantan Selatan,Bawang Merah,47500.0,-500.0,-Rp500,-1.04,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,21,Kalimantan Selatan,Bawang Merah,35750.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,21,Kalimantan Selatan,Bawang Merah,39600.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,21,Kalimantan Selatan,Bawang Merah,42750.0,900.0,Rp900,2.15,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,21,Kalimantan Selatan,Bawang Merah,51100.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,21,Kalimantan Selatan,Bawang Merah,40750.0,-1500.0,-Rp1500,-3.55,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,21,Kalimantan Selatan,Bawang Merah,39150.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,21,Kalimantan Selatan,Bawang Merah,44650.0,-200.0,-Rp200,-0.45,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,21,Kalimantan Selatan,Bawang Merah,44250.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,21,Kalimantan Selatan,Bawang Merah,47600.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,22,Kalimantan Tengah,Bawang Merah,49900.0,-3000.0,-Rp3000,-5.67,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,22,Kalimantan Tengah,Bawang Merah,38650.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,22,Kalimantan Tengah,Bawang Merah,42150.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,22,Kalimantan Tengah,Bawang Merah,45750.0,2850.0,Rp2850,6.64,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,22,Kalimantan Tengah,Bawang Merah,55250.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,22,Kalimantan Tengah,Bawang Merah,40500.0,-650.0,-Rp650,-1.58,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,22,Kalimantan Tengah,Bawang Merah,43000.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,22,Kalimantan Tengah,Bawang Merah,48250.0,600.0,Rp600,1.26,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,22,Kalimantan Tengah,Bawang Merah,46400.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,22,Kalimantan Tengah,Bawang Merah,49900.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,23,Kalimantan Timur,Bawang Merah,50850.0,-650.0,-Rp650,-1.26,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,23,Kalimantan Timur,Bawang Merah,41150.0,-350.0,-Rp350,-0.84,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,23,Kalimantan Timur,Bawang Merah,41600.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,23,Kalimantan Timur,Bawang Merah,47750.0,1850.0,Rp1850,4.03,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,23,Kalimantan Timur,Bawang Merah,52650.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,23,Kalimantan Timur,Bawang Merah,43750.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,23,Kalimantan Timur,Bawang Merah,44150.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,23,Kalimantan Timur,Bawang Merah,50850.0,700.0,Rp700,1.4,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,23,Kalimantan Timur,Bawang Merah,48350.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,23,Kalimantan Timur,Bawang Merah,52500.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,24,Kalimantan Utara,Bawang Merah,57900.0,-600.0,-Rp600,-1.03,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,24,Kalimantan Utara,Bawang Merah,47650.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,24,Kalimantan Utara,Bawang Merah,46900.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,24,Kalimantan Utara,Bawang Merah,47650.0,650.0,Rp650,1.38,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,24,Kalimantan Utara,Bawang Merah,56650.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,24,Kalimantan Utara,Bawang Merah,47150.0,-250.0,-Rp250,-0.53,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,24,Kalimantan Utara,Bawang Merah,48500.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,24,Kalimantan Utara,Bawang Merah,56250.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,24,Kalimantan Utara,Bawang Merah,50400.0,-850.0,-Rp850,-1.66,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,24,Kalimantan Utara,Bawang Merah,51100.0,1250.0,Rp1250,2.51,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,9,Kepulauan Bangka Belitung,Bawang Merah,48150.0,-1000.0,-Rp1000,-2.03,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,9,Kepulauan Bangka Belitung,Bawang Merah,43250.0,-250.0,-Rp250,-0.57,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,9,Kepulauan Bangka Belitung,Bawang Merah,47750.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,9,Kepulauan Bangka Belitung,Bawang Merah,51900.0,2900.0,Rp2900,5.92,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,9,Kepulauan Bangka Belitung,Bawang Merah,47250.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,9,Kepulauan Bangka Belitung,Bawang Merah,44150.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,9,Kepulauan Bangka Belitung,Bawang Merah,48750.0,-650.0,-Rp650,-1.32,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,9,Kepulauan Bangka Belitung,Bawang Merah,51900.0,650.0,Rp650,1.27,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,9,Kepulauan Bangka Belitung,Bawang Merah,51000.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,9,Kepulauan Bangka Belitung,Bawang Merah,61000.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,5,Kepulauan Riau,Bawang Merah,37100.0,-1850.0,-Rp1850,-4.75,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,5,Kepulauan Riau,Bawang Merah,31900.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,5,Kepulauan Riau,Bawang Merah,38000.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,5,Kepulauan Riau,Bawang Merah,38150.0,850.0,Rp850,2.28,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,5,Kepulauan Riau,Bawang Merah,47500.0,-500.0,-Rp500,-1.04,31 Des 25,PIHPS Bank Indonesia
2026-01-30,5,Kepulauan Riau,Bawang Merah,38250.0,-750.0,-Rp750,-1.92,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,5,Kepulauan Riau,Bawang Merah,34950.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,5,Kepulauan Riau,Bawang Merah,32150.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,5,Kepulauan Riau,Bawang Merah,29850.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,5,Kepulauan Riau,Bawang Merah,38100.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,10,Lampung,Bawang Merah,36400.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,10,Lampung,Bawang Merah,35000.0,-250.0,-Rp250,-0.71,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,10,Lampung,Bawang Merah,37150.0,-1100.0,-Rp1100,-2.88,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,10,Lampung,Bawang Merah,42650.0,2150.0,Rp2150,5.31,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,10,Lampung,Bawang Merah,36750.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,10,Lampung,Bawang Merah,36000.0,-250.0,-Rp250,-0.69,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,10,Lampung,Bawang Merah,38750.0,100.0,Rp100,0.26,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,10,Lampung,Bawang Merah,42150.0,400.0,Rp400,0.96,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,10,Lampung,Bawang Merah,41650.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,10,Lampung,Bawang Merah,50400.0,1250.0,Rp1250,2.54,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,31,Maluku,Bawang Merah,62500.0,-650.0,-Rp650,-1.03,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,31,Maluku,Bawang Merah,48750.0,-4400.0,-Rp4400,-8.28,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,31,Maluku,Bawang Merah,42150.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,31,Maluku,Bawang Merah,44000.0,600.0,Rp600,1.38,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,31,Maluku,Bawang Merah,61250.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,31,Maluku,Bawang Merah,48750.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,31,Maluku,Bawang Merah,48150.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,31,Maluku,Bawang Merah,56900.0,1250.0,Rp1250,2.25,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,31,Maluku,Bawang Merah,53150.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,31,Maluku,Bawang Merah,55000.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,32,Maluku Utara,Bawang Merah,67500.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,32,Maluku Utara,Bawang Merah,66250.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,32,Maluku Utara,Bawang Merah,65000.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,32,Maluku Utara,Bawang Merah,60000.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,32,Maluku Utara,Bawang Merah,68750.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,32,Maluku Utara,Bawang Merah,63750.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,32,Maluku Utara,Bawang Merah,61250.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,32,Maluku Utara,Bawang Merah,77500.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,32,Maluku Utara,Bawang Merah,65000.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,32,Maluku Utara,Bawang Merah,66250.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,18,Nusa Tenggara Barat,Bawang Merah,31050.0,-3350.0,-Rp3350,-9.74,29 Agt 25,PIHPS Bank Indonesia
